player_id,First Pitch Total,First Pitch In-Play #,First Pitch Ball #,First Pitch Called Strike #,First Pitch Swinging Strike #,First Pitch Foul #,First Pitch Hit #,First Pitch xBA,First Pitch In-Play %,First Pitch Ball %,First Pitch Strike %,key_mlbam,player_name,Team
657024,30,2,10,9,2,3,2,0.772,0.067,0.333,0.467,657024.0,erik swanson,PHI
657044,136,16,42,52,12,11,8,0.349,0.118,0.309,0.551,657044.0,ryan thompson,AZ
657053,11,2,5,2,2,0,2,0.205,0.182,0.455,0.364,657053.0,touki toussaint,LAA
657097,162,21,62,44,14,15,4,0.272,0.13,0.383,0.451,657097.0,jacob webb,TEX
657240,83,7,31,26,3,10,4,0.5,0.084,0.373,0.47,657240.0,julian merryweather,CIN
657277,462,58,126,178,28,65,22,0.384,0.126,0.273,0.587,657277.0,logan webb,AZ
657376,302,31,102,97,26,43,11,0.272,0.103,0.338,0.55,657376.0,clarke schmidt,NYY
657424,25,5,9,6,1,4,1,0.421,0.2,0.36,0.44,657424.0,matt gage,DET
657514,141,17,53,41,6,16,3,0.214,0.121,0.376,0.447,657514.0,brennan bernardino,BOS
657571,141,17,58,44,3,16,2,0.324,0.121,0.411,0.447,657571.0,caleb ferguson,PIT
657585,136,14,48,45,14,13,7,0.456,0.103,0.353,0.529,657585.0,reed garrett,PIT
657612,144,28,40,45,6,22,5,0.285,0.194,0.278,0.507,657612.0,tim hill,TOR
657649,148,16,55,44,10,19,7,0.397,0.108,0.372,0.493,657649.0,jared koenig,MIL
657746,359,36,118,109,27,59,11,0.326,0.1,0.329,0.543,657746.0,joe ryan,MIN
657756,29,1,12,9,2,5,0,0.271,0.034,0.414,0.552,657756.0,connor seabold,TB
660271,16,2,1,8,2,3,1,0.164,0.125,0.062,0.812,660271.0,shohei ohtani,KC
660604,33,4,13,12,2,2,2,0.27,0.121,0.394,0.485,660604.0,alan rangel,ATL
660730,83,11,30,30,4,7,4,0.391,0.133,0.361,0.494,660730.0,elvin rodríguez,MIL
660761,31,3,11,9,3,5,0,0.192,0.097,0.355,0.548,660761.0,josé suarez,ATL
660787,92,12,26,37,9,7,3,0.332,0.13,0.283,0.576,660787.0,yerry de los santos,NYY
660825,172,14,50,68,7,26,2,0.278,0.081,0.291,0.587,660825.0,eduard bazardo,TEX
660844,6,1,3,1,0,1,1,0.917,0.167,0.5,0.333,660844.0,leo rivas,SEA
660853,135,12,48,39,12,21,3,0.284,0.089,0.356,0.533,660853.0,enyel de los santos,ATL
660896,135,10,52,39,11,18,2,0.106,0.074,0.385,0.504,660896.0,jorge alcalá,BOS
661395,153,17,62,34,13,20,8,0.333,0.111,0.405,0.438,661395.0,jhoan durán,DET
661403,157,21,56,31,25,17,7,0.235,0.134,0.357,0.465,661403.0,emmanuel clase,CLE
662253,120,7,50,29,14,11,3,0.302,0.058,0.417,0.45,662253.0,andrés muñoz,TEX
663158,139,19,43,32,11,26,5,0.286,0.137,0.309,0.496,663158.0,robert suarez,CIN
663321,12,1,9,0,0,1,0,0.08,0.083,0.75,0.083,663321.0,nick hernandez,LAA
663362,25,4,10,4,2,5,2,0.661,0.16,0.4,0.44,663362.0,matt waldron,PHI
663372,135,13,51,41,14,11,7,0.357,0.096,0.378,0.489,663372.0,ryan feltner,COL
663399,57,10,20,20,1,6,2,0.416,0.175,0.351,0.474,663399.0,brandon waddell,PIT
663423,121,19,38,40,8,10,6,0.343,0.157,0.314,0.479,663423.0,trent thornton,SEA
663432,37,2,15,5,9,3,1,0.358,0.054,0.405,0.459,663432.0,tanner rainey,SD
663436,333,42,145,74,21,41,16,0.449,0.126,0.435,0.408,663436.0,davis martin,HOU
663460,385,43,136,111,38,50,12,0.366,0.112,0.353,0.517,663460.0,kris bubic,KC
663465,139,17,45,44,6,19,4,0.277,0.122,0.324,0.496,663465.0,kolby allard,CLE
663474,30,2,17,5,1,4,1,0.492,0.067,0.567,0.333,663474.0,triston mckenzie,BAL
663485,148,14,56,45,9,18,6,0.405,0.095,0.378,0.486,663485.0,cole sands,DET
663542,52,1,27,16,0,3,0,0.097,0.019,0.519,0.365,663542.0,bryan hudson,CLE
663546,55,6,17,29,2,1,3,0.493,0.109,0.309,0.582,663546.0,sean hjelle,SF
663554,328,48,98,108,24,42,14,0.345,0.146,0.299,0.53,663554.0,casey mize,DET
663559,353,40,145,104,16,33,10,0.26,0.113,0.411,0.433,663559.0,bailey falter,PIT
663562,21,1,8,11,1,0,1,0.563,0.048,0.381,0.571,663562.0,noah davis,LAD
663568,263,34,98,78,19,29,10,0.321,0.129,0.373,0.479,663568.0,stephen kolek,CIN
663574,154,22,52,42,16,18,6,0.328,0.143,0.338,0.494,663574.0,tony santillan,CIN
663623,423,55,133,159,24,47,19,0.362,0.13,0.314,0.544,663623.0,jake irvin,LAA
663671,53,5,17,16,4,9,0,0.074,0.094,0.321,0.547,663671.0,nic enright,CLE
663687,154,23,53,45,9,13,13,0.471,0.149,0.344,0.435,663687.0,hogan harris,NYY
663738,169,16,57,66,8,16,4,0.219,0.095,0.337,0.533,663738.0,daniel lynch,SEA
663767,145,14,65,41,13,10,4,0.303,0.097,0.448,0.441,663767.0,chase shugart,PIT
663773,10,2,4,4,0,0,0,0.17,0.2,0.4,0.4,663773.0,bryan hoeing,CIN
663795,23,4,7,8,0,2,1,0.219,0.174,0.304,0.435,663795.0,justin hagenman,ATL
663804,34,2,18,4,3,5,1,0.478,0.059,0.529,0.353,663804.0,jackson kowar,SEA
663855,220,25,87,63,24,17,9,0.297,0.114,0.395,0.473,663855.0,jordan hicks,BOS
663878,54,6,23,15,5,3,3,0.452,0.111,0.426,0.426,663878.0,nate pearson,CHC
663893,162,8,64,49,19,7,2,0.332,0.049,0.395,0.463,663893.0,brendon little,TOR
663897,10,3,3,2,0,2,1,0.35,0.3,0.3,0.4,663897.0,luke williams,ATL
663903,367,39,146,122,19,32,12,0.304,0.106,0.398,0.471,663903.0,brady singer,CIN
663941,50,4,21,19,1,5,3,0.728,0.08,0.42,0.5,663941.0,tristan beck,LAD
663947,154,17,55,46,9,22,5,0.328,0.11,0.357,0.5,663947.0,tyler holton,DET
663967,4,0,1,3,0,0,0,,0.0,0.25,0.75,663967.0,césar salazar,HOU
663969,170,19,58,51,13,14,5,0.266,0.112,0.341,0.459,663969.0,tyler phillips,AZ
663978,380,55,127,117,26,40,17,0.331,0.145,0.334,0.482,663978.0,chris paddack,DET
663992,30,1,8,13,2,4,0,0.149,0.033,0.267,0.633,663992.0,richard lovelady,PIT
664062,158,23,53,44,15,17,8,0.373,0.146,0.335,0.481,664062.0,tony gonsolin,LAD
664076,126,15,38,36,13,17,7,0.557,0.119,0.302,0.524,664076.0,garrett cleavinger,TB
664123,4,3,0,1,0,0,1,0.19,0.75,0.0,0.25,664123.0,scott effross,NYY
664126,135,11,44,41,12,17,2,0.242,0.081,0.326,0.519,664126.0,pete fairbanks,TB
664139,109,15,39,32,4,12,3,0.285,0.138,0.358,0.44,664139.0,ian gibaut,CIN
664141,18,0,7,6,0,3,0,,0.0,0.389,0.5,664141.0,jt brubaker,NYY
664192,23,2,7,8,2,4,2,0.948,0.087,0.304,0.609,664192.0,joey lucchesi,SF
664199,80,10,30,25,5,6,3,0.38,0.125,0.375,0.45,664199.0,taylor clarke,KC
664208,131,11,52,45,12,9,6,0.328,0.084,0.397,0.504,664208.0,phil maton,CLE
664285,437,59,151,142,23,42,18,0.382,0.135,0.346,0.474,664285.0,framber valdez,HOU
664351,43,5,18,8,4,7,3,0.466,0.116,0.419,0.442,664351.0,luis contreras,STL
664747,33,6,15,7,1,4,3,0.454,0.182,0.455,0.364,664747.0,alexis díaz,CIN
664849,37,2,15,16,2,2,0,0.206,0.054,0.405,0.541,664849.0,danny young,WSH
664854,124,14,44,32,14,10,7,0.33,0.113,0.355,0.452,664854.0,ryan helsley,CLE
664875,43,1,20,13,4,4,1,0.663,0.023,0.465,0.488,664875.0,justin lawrence,LAA
664991,9,1,2,3,1,2,0,0.006,0.111,0.222,0.667,664991.0,grant wolfram,DET
665152,393,62,123,146,19,50,20,0.313,0.158,0.313,0.547,665152.0,dean kremer,BAL
665625,36,2,16,10,5,3,0,0.082,0.056,0.444,0.5,665625.0,elvis peguero,CLE
665660,37,4,12,10,2,7,3,0.464,0.108,0.324,0.514,665660.0,elvis alvarado,NYY
665795,278,25,99,88,23,33,7,0.308,0.09,0.356,0.518,665795.0,edward cabrera,SF
666120,50,4,25,12,4,4,2,0.334,0.08,0.5,0.4,666120.0,ian anderson,LAA
666142,210,23,79,59,18,23,6,0.311,0.11,0.376,0.476,666142.0,cole ragans,STL
666157,398,52,126,132,25,52,16,0.37,0.131,0.317,0.525,666157.0,nick lodolo,CIN
666171,140,12,48,47,7,17,3,0.425,0.086,0.343,0.507,666171.0,ryan zeferjahn,LAA
666200,410,51,126,129,37,56,21,0.372,0.124,0.307,0.541,666200.0,jesús luzardo,ATL
666214,158,23,59,42,7,20,10,0.33,0.146,0.373,0.437,666214.0,joey wentz,DET
666215,67,12,25,16,4,9,7,0.55,0.179,0.373,0.433,666215.0,forrest whitley,BAL
666277,95,8,31,35,11,9,4,0.408,0.084,0.326,0.579,666277.0,george soriano,TB
666374,68,2,23,29,2,11,0,0.36,0.029,0.338,0.618,666374.0,matt brash,SEA
666619,34,4,16,7,1,6,2,0.161,0.118,0.471,0.412,666619.0,gregory santos,CIN
666659,8,0,4,1,2,1,0,,0.0,0.5,0.5,666659.0,sauryn lao,BOS
666661,105,19,36,25,7,16,8,0.248,0.181,0.343,0.457,666661.0,juan morillo,AZ
666808,146,13,64,40,9,17,3,0.265,0.089,0.438,0.452,666808.0,camilo doval,CWS
666974,114,15,42,34,6,12,6,0.313,0.132,0.368,0.456,666974.0,yennier cano,NYY
667463,143,26,52,35,10,16,9,0.287,0.182,0.364,0.427,667463.0,john king,PIT
667755,418,45,160,133,23,42,20,0.33,0.108,0.383,0.474,667755.0,josé soriano,LAA
668390,68,8,19,22,6,12,3,0.484,0.118,0.279,0.588,668390.0,cole winn,TEX
668670,5,0,5,0,0,0,0,,0.0,1.0,0.0,668670.0,jake rogers,DET
668674,119,8,39,39,14,15,1,0.297,0.067,0.328,0.571,668674.0,lucas erceg,SEA
668678,423,53,144,148,25,39,16,0.359,0.125,0.34,0.501,668678.0,zac gallen,CWS
668716,95,6,27,48,6,6,3,0.44,0.063,0.284,0.632,668716.0,noah murdock,ATH
668820,148,18,49,35,16,25,5,0.343,0.122,0.331,0.514,668820.0,max kranick,NYM
668834,15,2,3,5,2,2,1,0.4,0.133,0.2,0.6,668834.0,easton mcgee,MIL
668881,237,31,59,76,34,28,6,0.261,0.131,0.249,0.582,668881.0,hunter greene,CIN
668909,351,30,150,91,31,39,10,0.331,0.085,0.427,0.459,668909.0,gavin williams,CLE
668933,151,20,58,38,10,20,5,0.262,0.132,0.384,0.45,668933.0,graham ashcraft,DET
668941,108,8,44,43,3,7,2,0.357,0.074,0.407,0.491,668941.0,jojo romero,CLE
668964,96,15,38,25,3,11,5,0.325,0.156,0.396,0.406,668964.0,tobias myers,MIL
668970,26,2,7,13,1,3,0,0.18,0.077,0.269,0.654,668970.0,gavin hollowell,NYM
668984,132,11,49,38,9,22,1,0.181,0.083,0.371,0.523,668984.0,casey legumina,TEX
669020,92,22,28,29,3,7,8,0.324,0.239,0.304,0.424,669020.0,ryan rolison,MIL
669022,406,38,159,95,42,57,10,0.39,0.094,0.392,0.478,669022.0,mackenzie gore,SD
669060,220,27,81,66,9,30,14,0.437,0.123,0.368,0.477,669060.0,bryse wilson,CWS
669062,122,15,40,27,15,19,5,0.28,0.123,0.328,0.5,669062.0,erik miller,CWS
669084,63,9,25,18,4,6,2,0.374,0.143,0.397,0.444,669084.0,dl hall,MIL
669093,155,23,50,42,17,22,7,0.378,0.148,0.323,0.523,669093.0,jeremiah estrada,CIN
669160,356,40,149,102,12,42,16,0.436,0.112,0.419,0.438,669160.0,dustin may,KC
669193,11,2,2,3,3,1,1,0.098,0.182,0.182,0.636,669193.0,jack little,LAD
669194,269,34,96,73,22,35,10,0.388,0.126,0.357,0.483,669194.0,ryne nelson,AZ
669199,162,16,63,52,11,15,3,0.248,0.099,0.389,0.481,669199.0,lake bachar,AZ
669203,265,31,84,87,18,35,11,0.338,0.117,0.317,0.528,669203.0,corbin burnes,AZ
669211,163,19,50,51,12,23,6,0.286,0.117,0.307,0.528,669211.0,keegan akin,TEX
669212,29,5,9,10,3,2,3,0.384,0.172,0.31,0.517,669212.0,eli morgan,SD
669276,141,14,38,52,17,15,3,0.271,0.099,0.27,0.596,669276.0,dylan lee,ATL
669302,181,15,48,61,20,31,6,0.363,0.083,0.265,0.619,669302.0,logan gilbert,TEX
669308,91,7,40,21,7,12,0,0.175,0.077,0.44,0.44,669308.0,sean reynolds,CIN
669358,379,48,149,101,23,48,19,0.356,0.127,0.393,0.454,669358.0,shane baz,KC
669371,124,11,58,31,7,11,5,0.462,0.089,0.468,0.395,669371.0,cole henry,LAA
669372,117,12,51,30,7,11,4,0.404,0.103,0.436,0.41,669372.0,j. t. ginn,TB
669373,414,47,110,135,47,58,14,0.321,0.114,0.266,0.58,669373.0,tarik skubal,DET
669387,232,28,83,71,15,28,16,0.434,0.121,0.358,0.491,669387.0,carmen mlodzinski,PIT
669391,29,5,14,3,2,3,2,0.325,0.172,0.483,0.276,669391.0,owen white,CWS
669422,120,21,40,35,7,13,7,0.336,0.175,0.333,0.458,669422.0,matt sauer,LAD
669432,86,12,30,23,12,9,5,0.358,0.14,0.349,0.512,669432.0,trevor rogers,TEX
669438,97,11,29,33,8,14,4,0.467,0.113,0.299,0.567,669438.0,mason englert,NYM
669449,6,0,2,3,1,0,0,,0.0,0.333,0.667,669449.0,jake palisch,TOR
669461,382,56,129,126,23,33,18,0.272,0.147,0.338,0.476,669461.0,matthew liberatore,CLE
669467,375,61,133,105,27,37,18,0.303,0.163,0.355,0.451,669467.0,andre pallante,STL
669622,144,15,55,58,6,6,4,0.356,0.104,0.382,0.486,669622.0,anthony bender,AZ
669674,60,10,25,10,4,4,5,0.389,0.167,0.417,0.3,669674.0,sam long,KC
669684,8,0,4,3,0,1,0,,0.0,0.5,0.5,669684.0,chris murphy,BOS
669704,18,0,8,6,4,0,0,,0.0,0.444,0.556,669704.0,kade strowd,BAL
669711,155,9,76,46,10,12,3,0.283,0.058,0.49,0.439,669711.0,greg weissert,BOS
669713,132,24,46,37,6,17,5,0.236,0.182,0.348,0.455,669713.0,hayden wesneski,MIL
669717,8,1,5,2,0,0,0,0.22,0.125,0.625,0.25,669717.0,will wilson,CLE
669721,4,0,1,1,0,1,0,,0.0,0.25,0.5,669721.0,davis daniel,AZ
669724,171,24,62,54,5,22,7,0.337,0.14,0.363,0.474,669724.0,brenan hanifee,DET
669854,199,21,82,51,23,21,5,0.201,0.106,0.412,0.477,669854.0,ronel blanco,TEX
669920,60,8,23,21,4,4,5,0.522,0.133,0.383,0.483,669920.0,jason alexander,ATH
669923,175,17,56,51,14,32,5,0.256,0.097,0.32,0.554,669923.0,george kirby,SEA
670032,1,0,1,0,0,0,0,,0.0,1.0,0.0,670032.0,nicky lopez,CWS
670036,89,16,30,28,4,11,4,0.233,0.18,0.337,0.483,670036.0,matt festa,CLE
670059,74,10,27,16,10,7,2,0.32,0.135,0.365,0.446,670059.0,colin holderman,PIT
670102,288,36,103,76,21,42,16,0.387,0.125,0.358,0.483,670102.0,bowden francis,PHI
670156,6,0,3,1,0,1,0,,0.0,0.5,0.333,670156.0,miles mastrobuoni,MIN
670167,132,19,47,48,6,11,6,0.335,0.144,0.356,0.492,670167.0,john schreiber,KC
670174,52,8,15,11,7,7,4,0.395,0.154,0.288,0.481,670174.0,josh winckowski,BOS
670280,114,10,44,39,10,8,2,0.248,0.088,0.386,0.5,670280.0,david bednar,PIT
670766,23,3,5,9,2,2,1,0.255,0.13,0.217,0.565,670766.0,darren mccaughan,MIN
670810,32,4,12,6,3,4,0,0.23,0.125,0.375,0.406,670810.0,logan gillaspie,SD
670950,18,1,4,7,1,4,0,0.529,0.056,0.222,0.667,670950.0,trevor richards,KC
670955,154,16,54,44,19,16,5,0.323,0.104,0.351,0.513,670955.0,edwin uceta,TB
670970,143,18,42,50,9,20,6,0.3,0.126,0.294,0.552,670970.0,adrián morejón,CIN
671096,320,37,114,98,29,34,9,0.314,0.116,0.356,0.503,671096.0,andrew abbott,CIN
671106,346,37,123,123,19,35,11,0.232,0.107,0.355,0.512,671106.0,logan allen,CLE
671109,21,1,13,3,2,2,0,0.003,0.048,0.619,0.333,671109.0,jake eder,LAA
671131,158,11,68,46,13,19,3,0.287,0.07,0.43,0.494,671131.0,jackson rutledge,LAA
671162,31,4,10,10,1,3,1,0.288,0.129,0.323,0.452,671162.0,connor thomas,MIL
671212,18,0,9,4,0,2,0,,0.0,0.5,0.333,671212.0,joe boyle,TB
671305,27,0,16,5,1,1,0,,0.0,0.593,0.259,671305.0,michel otañez,HOU
671737,375,53,146,101,27,45,19,0.34,0.141,0.389,0.461,671737.0,taj bradley,BAL
671922,143,13,53,45,8,16,3,0.31,0.091,0.371,0.483,671922.0,cade smith,ATH
672282,153,9,58,48,14,19,4,0.403,0.059,0.379,0.529,672282.0,reid detmers,LAA
672335,109,14,41,34,7,10,6,0.266,0.128,0.376,0.468,672335.0,cionel pérez,BOS
672391,91,12,42,24,4,8,3,0.3,0.132,0.462,0.396,672391.0,kaleb ort,HOU
672456,241,25,76,90,15,31,10,0.362,0.104,0.315,0.564,672456.0,keider montero,DET
672578,145,21,55,35,8,24,7,0.421,0.145,0.379,0.462,672578.0,carlos hernández,DET
672582,151,14,47,59,4,20,6,0.383,0.093,0.311,0.55,672582.0,angel zerpa,KC
672782,84,6,38,26,7,5,2,0.36,0.071,0.452,0.452,672782.0,yoendrys gómez,CWS
672841,171,24,69,53,4,17,10,0.253,0.14,0.404,0.433,672841.0,carlos vargas,TEX
673380,38,3,16,8,5,3,0,0.149,0.079,0.421,0.421,673380.0,dedniel núñez,PIT
673513,138,13,46,31,20,18,2,0.164,0.094,0.333,0.5,673513.0,yuki matsui,CIN
673540,292,33,126,74,16,31,8,0.285,0.113,0.432,0.414,673540.0,kodai senga,NYM
673820,4,0,2,2,0,0,0,,0.0,0.5,0.5,673820.0,robinson piña,MIA
673929,136,10,48,31,18,22,5,0.389,0.074,0.353,0.522,673929.0,jordan leasure,CWS
673965,16,1,3,8,0,3,0,0.277,0.062,0.188,0.688,673965.0,caleb freeman,CWS
674072,26,2,12,8,1,3,2,0.534,0.077,0.462,0.462,674072.0,tommy henry,ATL
674285,138,17,48,43,9,19,9,0.425,0.123,0.348,0.514,674285.0,eduardo salazar,LAA
674370,228,27,78,71,23,22,12,0.337,0.118,0.342,0.509,674370.0,osvaldo bido,ATH
674444,127,23,42,30,9,20,4,0.152,0.181,0.331,0.465,674444.0,steven cruz,KC
674944,42,6,14,17,1,3,2,0.352,0.143,0.333,0.5,674944.0,sean guenther,DET
675540,15,3,4,4,0,3,1,0.115,0.2,0.267,0.467,675540.0,xzavion curry,NYM
675650,20,2,7,6,0,4,1,0.23,0.1,0.35,0.5,675650.0,michael mercado,PHI
675848,112,8,45,32,10,16,4,0.54,0.071,0.402,0.518,675848.0,juan mejia,MIL
675911,204,24,76,53,17,19,7,0.354,0.118,0.373,0.436,675911.0,spencer strider,ATL
675989,10,2,4,2,0,2,1,0.343,0.2,0.4,0.4,675989.0,cody bolton,CLE
676051,5,1,1,0,1,2,1,0.754,0.2,0.2,0.6,676051.0,codi heuer,TB
676070,3,1,0,0,0,2,0,0.074,0.333,0.0,0.667,676070.0,jacob amaya,KC
676083,128,17,31,40,16,21,4,0.369,0.133,0.242,0.602,676083.0,janson junk,SF
676092,118,14,44,31,11,17,5,0.377,0.119,0.373,0.5,676092.0,collin snider,SEA
676106,308,41,104,87,13,53,14,0.368,0.133,0.338,0.497,676106.0,emerson hancock,MIN
676130,176,17,65,47,20,20,7,0.344,0.097,0.369,0.494,676130.0,josé buttó,PIT
676206,6,0,2,3,0,0,0,,0.0,0.333,0.5,676206.0,freddy tarnok,MIA
676254,138,14,57,43,8,13,2,0.218,0.101,0.413,0.464,676254.0,ryan walker,CWS
676263,163,21,62,48,12,16,7,0.225,0.129,0.38,0.466,676263.0,jack dreyer,KC
676272,27,3,10,9,2,3,2,0.459,0.111,0.37,0.519,676272.0,bobby miller,NYM
676282,123,7,54,41,10,11,4,0.545,0.057,0.439,0.504,676282.0,joey cantillo,CLE
676395,132,20,39,43,14,16,9,0.434,0.152,0.295,0.553,676395.0,robert garcia,TEX
676428,170,20,48,58,14,22,7,0.316,0.118,0.282,0.553,676428.0,brant hurter,DET
676440,392,51,139,126,32,36,20,0.409,0.13,0.355,0.495,676440.0,tanner bibee,CLE
676467,172,17,64,52,17,21,6,0.405,0.099,0.372,0.523,676467.0,colton gordon,HOU
676475,4,1,1,1,0,0,0,0.149,0.25,0.25,0.25,676475.0,alec burleson,TEX
676477,171,13,59,55,18,20,3,0.363,0.076,0.345,0.544,676477.0,garrett whitlock,BOS
676508,230,27,92,59,26,18,10,0.411,0.117,0.4,0.448,676508.0,ben casparius,KC
676534,138,15,51,40,8,12,7,0.405,0.109,0.37,0.435,676534.0,calvin faucher,AZ
676604,9,2,3,2,1,1,1,0.456,0.222,0.333,0.444,676604.0,tyler zuber,PHI
676609,9,3,1,4,0,1,2,0.331,0.333,0.111,0.556,676609.0,josé caballero,BAL
676617,62,3,25,20,6,8,2,0.37,0.048,0.403,0.548,676617.0,riley o'brien,CLE
676661,59,6,23,19,6,3,0,0.254,0.102,0.39,0.475,676661.0,max lazar,HOU
676664,374,42,146,113,19,47,13,0.372,0.112,0.39,0.479,676664.0,jp sears,NYY
676679,10,3,5,2,0,0,1,0.218,0.3,0.5,0.2,676679.0,luis vázquez,BAL
676680,16,1,7,5,1,2,0,0.003,0.062,0.438,0.5,676680.0,tom cosgrove,NYM
676684,150,13,45,58,13,19,4,0.258,0.087,0.3,0.6,676684.0,will vest,DET
676701,3,0,1,0,0,2,0,,0.0,0.333,0.667,676701.0,alan trejo,COL
676702,21,0,5,6,3,5,0,,0.0,0.238,0.667,676702.0,hunter stratton,MIL
676724,3,0,3,0,0,0,0,,0.0,1.0,0.0,676724.0,jared young,NYM
676755,51,8,16,20,3,4,1,0.138,0.157,0.314,0.529,676755.0,isaac mattson,PIT
676879,63,6,28,17,3,6,2,0.301,0.095,0.444,0.413,676879.0,aaron ashby,MIL
676961,128,20,48,37,9,13,8,0.325,0.156,0.375,0.461,676961.0,caleb boushley,PIT
676962,344,47,102,104,32,47,11,0.333,0.137,0.297,0.532,676962.0,ben brown,STL
676969,10,1,5,3,0,1,0,0.269,0.1,0.5,0.4,676969.0,brett de geus,PHI
676974,284,37,102,79,24,35,16,0.339,0.13,0.359,0.486,676974.0,max meyer,MIA
676979,459,52,172,124,34,69,14,0.279,0.113,0.375,0.495,676979.0,garrett crochet,BOS
677020,25,3,13,7,0,2,2,0.685,0.12,0.52,0.36,677020.0,josh walker,TOR
677161,101,13,28,34,9,12,3,0.292,0.129,0.277,0.545,677161.0,zack kelly,BOS
677649,6,2,2,2,0,0,0,0.448,0.333,0.333,0.333,677649.0,ezequiel duran,MIN
677865,10,2,3,4,1,0,0,0.294,0.2,0.3,0.5,677865.0,justin bruihl,TOR
677944,178,25,49,58,21,19,7,0.359,0.14,0.275,0.551,677944.0,slade cecconi,CLE
677952,71,10,33,15,6,7,3,0.382,0.141,0.465,0.394,677952.0,braxton ashcraft,PIT
677955,13,1,7,4,0,1,0,0.286,0.077,0.538,0.385,677955.0,jaden hill,COL
677958,180,19,65,53,12,24,8,0.367,0.106,0.361,0.494,677958.0,kumar rocker,TEX
677960,102,9,44,29,7,7,0,0.123,0.088,0.431,0.422,677960.0,ryan weathers,TB
677976,19,1,13,4,1,0,0,0.094,0.053,0.684,0.263,677976.0,randy dobnak,STL
678020,139,19,52,35,17,11,5,0.307,0.137,0.374,0.453,678020.0,seth halvorsen,MIL
678022,22,4,8,3,3,4,0,0.125,0.182,0.364,0.455,678022.0,jack perkins,NYY
678024,235,16,101,71,11,25,5,0.384,0.068,0.43,0.455,678024.0,mike vasil,CWS
678215,50,4,18,15,1,11,2,0.551,0.08,0.36,0.54,678215.0,luarbert arias,LAD
678226,103,9,45,29,7,9,1,0.182,0.087,0.437,0.437,678226.0,daysbel hernández,ATL
678316,18,1,10,4,2,0,1,0.463,0.056,0.556,0.333,678316.0,omar cruz,CHC
678368,184,20,76,56,5,19,6,0.292,0.109,0.413,0.435,678368.0,valente bellozo,AZ
678394,315,39,121,82,20,47,13,0.296,0.124,0.384,0.473,678394.0,brayan bello,BOS
678495,136,15,54,34,11,18,2,0.306,0.11,0.397,0.463,678495.0,randy rodríguez,AZ
678606,185,30,48,69,12,19,8,0.35,0.162,0.259,0.541,678606.0,jose ferrer,LAA
678692,170,16,54,52,22,16,5,0.357,0.094,0.318,0.529,678692.0,ronny henriquez,AZ
678821,45,6,15,12,3,6,2,0.412,0.133,0.333,0.467,678821.0,luis peralta,COL
679358,148,19,49,36,11,26,7,0.285,0.128,0.331,0.493,679358.0,eric orze,BAL
679775,27,2,10,9,2,3,1,0.276,0.074,0.37,0.519,679775.0,kyle backhus,AZ
679885,67,2,30,20,5,8,0,0.083,0.03,0.448,0.493,679885.0,justin martinez,AZ
679922,5,0,3,2,0,0,0,,0.0,0.6,0.4,679922.0,carlos duran,ATH
680573,254,23,99,70,19,30,6,0.429,0.091,0.39,0.469,680573.0,simeon woods richardson,MIN
680604,16,3,6,3,0,3,1,0.369,0.188,0.375,0.375,680604.0,blas castano,SEA
680684,139,15,55,37,9,19,6,0.489,0.108,0.396,0.468,680684.0,gunnar hoglund,TOR
680689,108,13,44,38,6,4,2,0.318,0.12,0.407,0.444,680689.0,lyon richardson,CIN
680704,56,3,24,13,9,6,0,0.148,0.054,0.429,0.5,680704.0,nick sandlin,BOS
680729,50,6,19,15,5,1,1,0.171,0.12,0.38,0.42,680729.0,garrett mcdaniels,LAA
680730,392,47,152,109,28,42,13,0.36,0.12,0.388,0.457,680730.0,mitchell parker,LAA
680732,357,53,136,101,25,26,19,0.397,0.148,0.381,0.426,680732.0,sean burke,CWS
680735,12,0,3,2,1,5,0,,0.0,0.25,0.667,680735.0,austin cox,NYM
680736,144,22,51,34,9,21,8,0.502,0.153,0.354,0.444,680736.0,justin wrobleski,KC
680742,60,10,19,18,7,4,2,0.287,0.167,0.317,0.483,680742.0,jonathan bowlan,TEX
680755,84,6,26,34,7,9,2,0.403,0.071,0.31,0.595,680755.0,braydon fisher,TOR
680767,94,5,39,22,7,18,2,0.368,0.053,0.415,0.5,680767.0,victor vodnik,MIL
680862,10,4,1,4,0,0,1,0.292,0.4,0.1,0.4,680862.0,willie maciver,ATH
680880,103,11,53,18,10,10,3,0.321,0.107,0.515,0.369,680880.0,grant holman,LAA
680885,434,58,129,142,42,51,16,0.344,0.134,0.297,0.541,680885.0,spencer schwellenbach,ATL
680951,20,2,7,7,1,2,1,0.519,0.1,0.35,0.5,680951.0,doug nikhazy,CLE
681006,18,0,11,4,0,1,0,,0.0,0.611,0.278,681006.0,josh simpson,SF
681146,37,7,16,7,1,5,3,0.283,0.189,0.432,0.351,681146.0,jonah bride,MIN
681190,367,44,138,112,21,40,10,0.292,0.12,0.376,0.471,681190.0,randy vásquez,CIN
681293,39,4,18,11,4,2,1,0.407,0.103,0.462,0.436,681293.0,spencer arrighetti,MIN
681343,323,32,110,85,26,49,10,0.326,0.099,0.341,0.495,681343.0,shane smith,CWS
681347,148,12,61,37,13,21,3,0.259,0.081,0.412,0.48,681347.0,mike burrows,PIT
681432,6,0,5,1,0,0,0,,0.0,0.833,0.167,681432.0,luke little,SD
